State,Date,Total,Category
Texas,5/1/2020,"  452,390,589 ",Beverages
Utah,5/1/2020,"  42,867,211 ",Beverages
Vermont,5/1/2020,"  11,286,677 ",Beverages
Virginia,5/1/2020,"  152,001,837 ",Beverages
Washington,5/1/2020,"  101,422,957 ",Beverages
West Virginia,5/1/2020,"  39,515,530 ",Beverages
Wisconsin,5/1/2020,"  83,982,215 ",Beverages
Wyoming,5/1/2020,"  11,764,975 ",Beverages
Alabama,5/4/2020,"  123,259,529 ",Beverages
Arizona,5/4/2020,"  125,962,618 ",Beverages
Arkansas,5/4/2020,"  63,610,285 ",Beverages
California,5/4/2020,"  489,779,220 ",Beverages
Colorado,5/4/2020,"  96,546,501 ",Beverages
Connecticut,5/4/2020,"  53,631,292 ",Beverages
Florida,5/4/2020,"  414,217,511 ",Beverages
Georgia,5/4/2020,"  222,801,139 ",Beverages
Illinois,5/4/2020,"  181,787,541 ",Beverages
Indiana,5/4/2020,"  121,100,727 ",Beverages
Iowa,5/4/2020,"  66,389,957 ",Beverages
Kansas,5/4/2020,"  51,139,583 ",Beverages
Kentucky,5/4/2020,"  98,418,689 ",Beverages
Louisiana,5/4/2020,"  102,909,681 ",Beverages
Maine,5/4/2020,"  26,134,163 ",Beverages
Maryland,5/4/2020,"  94,743,296 ",Beverages
Massachusetts,5/4/2020,"  103,980,879 ",Beverages
Michigan,5/4/2020,"  161,383,567 ",Beverages
Minnesota,5/4/2020,"  86,761,913 ",Beverages
Mississippi,5/4/2020,"  77,455,655 ",Beverages
Missouri,5/4/2020,"  112,583,580 ",Beverages
Nebraska,5/4/2020,"  36,555,823 ",Beverages
Nevada,5/4/2020,"  58,613,629 ",Beverages
New Hampshire,5/4/2020,"  30,876,075 ",Beverages
New Mexico,5/4/2020,"  39,913,693 ",Beverages
New York,5/4/2020,"  252,080,000 ",Beverages
North Carolina,5/4/2020,"  201,730,136 ",Beverages
Ohio,5/4/2020,"  210,675,230 ",Beverages
Oklahoma,5/4/2020,"  83,714,875 ",Beverages
Oregon,5/4/2020,"  65,216,666 ",Beverages
Pennsylvania,5/4/2020,"  206,165,824 ",Beverages
Rhode Island,5/4/2020,"  15,614,828 ",Beverages
South Carolina,5/4/2020,"  109,700,821 ",Beverages
South Dakota,5/4/2020,"  16,010,215 ",Beverages
Tennessee,5/4/2020,"  148,042,745 ",Beverages
Texas,5/4/2020,"  490,671,369 ",Beverages
Utah,5/4/2020,"  46,730,367 ",Beverages
Vermont,5/4/2020,"  10,611,241 ",Beverages
Virginia,5/4/2020,"  166,942,310 ",Beverages
Washington,5/4/2020,"  108,192,713 ",Beverages
West Virginia,5/4/2020,"  42,406,844 ",Beverages
Wisconsin,5/4/2020,"  89,055,839 ",Beverages
Wyoming,5/4/2020,"  12,759,776 ",Beverages
Alabama,5/7/2020,"  138,414,683 ",Beverages
Arizona,5/7/2020,"  144,153,475 ",Beverages
Arkansas,5/7/2020,"  76,591,713 ",Beverages
California,5/7/2020,"  585,581,852 ",Beverages
Colorado,5/7/2020,"  124,000,018 ",Beverages
Connecticut,5/7/2020,"  64,622,007 ",Beverages
Florida,5/7/2020,"  448,570,751 ",Beverages
Georgia,5/7/2020,"  255,137,714 ",Beverages
Illinois,5/7/2020,"  225,472,693 ",Beverages
Indiana,5/7/2020,"  157,947,108 ",Beverages
Iowa,5/7/2020,"  80,322,689 ",Beverages
Kansas,5/7/2020,"  62,341,967 ",Beverages
Kentucky,5/7/2020,"  118,344,909 ",Beverages
Louisiana,5/7/2020,"  120,137,016 ",Beverages
Maine,5/7/2020,"  35,955,266 ",Beverages
Maryland,5/7/2020,"  115,323,226 ",Beverages
Massachusetts,5/7/2020,"  126,221,632 ",Beverages
Michigan,5/7/2020,"  225,361,219 ",Beverages
Minnesota,5/7/2020,"  113,631,395 ",Beverages
Mississippi,5/7/2020,"  88,490,037 ",Beverages
Missouri,5/7/2020,"  133,882,926 ",Beverages
Nebraska,5/7/2020,"  44,288,051 ",Beverages
Nevada,5/7/2020,"  68,944,055 ",Beverages
New Hampshire,5/7/2020,"  41,509,380 ",Beverages
New Mexico,5/7/2020,"  49,250,336 ",Beverages
New York,5/7/2020,"  322,977,709 ",Beverages
North Carolina,5/7/2020,"  241,370,137 ",Beverages
Ohio,5/7/2020,"  267,702,631 ",Beverages
Oklahoma,5/7/2020,"  99,205,083 ",Beverages
Oregon,5/7/2020,"  79,284,077 ",Beverages
Pennsylvania,5/7/2020,"  256,800,832 ",Beverages
Rhode Island,5/7/2020,"  19,947,248 ",Beverages
South Carolina,5/7/2020,"  132,593,655 ",Beverages
South Dakota,5/7/2020,"  21,446,684 ",Beverages
Tennessee,5/7/2020,"  173,939,972 ",Beverages
Texas,5/7/2020,"  601,072,951 ",Beverages
Utah,5/7/2020,"  59,980,601 ",Beverages
Vermont,5/7/2020,"  14,477,900 ",Beverages
Virginia,5/7/2020,"  199,524,865 ",Beverages
Washington,5/7/2020,"  125,649,881 ",Beverages
West Virginia,5/7/2020,"  51,979,692 ",Beverages
Wisconsin,5/7/2020,"  117,400,252 ",Beverages
Wyoming,5/7/2020,"  16,803,920 ",Beverages
Alabama,6/9/2020,"  137,905,687 ",Beverages
Arizona,6/9/2020,"  140,717,021 ",Beverages
Arkansas,6/9/2020,"  70,544,925 ",Beverages
California,6/9/2020,"  590,828,387 ",Beverages
Colorado,6/9/2020,"  115,955,629 ",Beverages
Connecticut,6/9/2020,"  57,635,875 ",Beverages
Florida,6/9/2020,"  390,860,705 ",Beverages
Georgia,6/9/2020,"  249,712,778 ",Beverages
Illinois,6/9/2020,"  197,631,548 ",Beverages
Indiana,6/9/2020,"  138,670,536 ",Beverages
Iowa,6/9/2020,"  72,476,738 ",Beverages
Kansas,6/9/2020,"  56,449,771 ",Beverages
Kentucky,6/9/2020,"  108,898,997 ",Beverages
Louisiana,6/9/2020,"  123,030,206 ",Beverages
Maine,6/9/2020,"  30,068,749 ",Beverages
Maryland,6/9/2020,"  103,513,800 ",Beverages
Massachusetts,6/9/2020,"  115,596,196 ",Beverages
Michigan,6/9/2020,"  182,313,622 ",Beverages
Minnesota,6/9/2020,"  97,276,162 ",Beverages
Mississippi,6/9/2020,"  88,797,296 ",Beverages
Missouri,6/9/2020,"  122,107,584 ",Beverages
Nebraska,6/9/2020,"  39,277,235 ",Beverages
Nevada,6/9/2020,"  68,051,245 ",Beverages
New Hampshire,6/9/2020,"  34,774,832 ",Beverages
New Mexico,6/9/2020,"  45,977,001 ",Beverages
New York,6/9/2020,"  277,206,444 ",Beverages
North Carolina,6/9/2020,"  236,127,507 ",Beverages
Ohio,6/9/2020,"  233,961,924 ",Beverages
Oklahoma,6/9/2020,"  94,396,915 ",Beverages
Oregon,6/9/2020,"  77,441,416 ",Beverages
Pennsylvania,6/9/2020,"  227,652,613 ",Beverages
Rhode Island,6/9/2020,"  17,064,048 ",Beverages
South Carolina,6/9/2020,"  123,513,393 ",Beverages
South Dakota,6/9/2020,"  18,294,091 ",Beverages
Tennessee,6/9/2020,"  167,313,185 ",Beverages
Texas,6/9/2020,"  578,186,225 ",Beverages
Utah,6/9/2020,"  54,625,584 ",Beverages
Vermont,6/9/2020,"  11,742,211 ",Beverages
Virginia,6/9/2020,"  186,222,413 ",Beverages
Washington,6/9/2020,"  124,581,759 ",Beverages
West Virginia,6/9/2020,"  47,293,907 ",Beverages
Wisconsin,6/9/2020,"  98,563,733 ",Beverages
Wyoming,6/9/2020,"  15,331,993 ",Beverages
Alabama,6/12/2020,"  116,104,621 ",Beverages
Arizona,6/12/2020,"  118,392,564 ",Beverages
Arkansas,6/12/2020,"  60,541,396 ",Beverages
California,6/12/2020,"  479,476,192 ",Beverages
Colorado,6/12/2020,"  97,886,273 ",Beverages
Connecticut,6/12/2020,"  50,343,532 ",Beverages
Florida,6/12/2020,"  386,563,175 ",Beverages
Georgia,6/12/2020,"  208,040,534 ",Beverages
Illinois,6/12/2020,"  177,749,653 ",Beverages
Indiana,6/12/2020,"  122,077,377 ",Beverages
Iowa,6/12/2020,"  65,202,298 ",Beverages
Kansas,6/12/2020,"  50,030,283 ",Beverages
Kentucky,6/12/2020,"  96,239,479 ",Beverages
Louisiana,6/12/2020,"  100,212,642 ",Beverages
Maine,6/12/2020,"  25,819,043 ",Beverages
Maryland,6/12/2020,"  87,783,075 ",Beverages
Massachusetts,6/12/2020,"  100,040,170 ",Beverages
Michigan,6/12/2020,"  167,074,284 ",Beverages
Minnesota,6/12/2020,"  88,823,001 ",Beverages
Mississippi,6/12/2020,"  72,702,237 ",Beverages
Missouri,6/12/2020,"  108,184,374 ",Beverages
Nebraska,6/12/2020,"  34,976,906 ",Beverages
Nevada,6/12/2020,"  53,808,329 ",Beverages
New Hampshire,6/12/2020,"  30,924,507 ",Beverages
New Mexico,6/12/2020,"  37,379,119 ",Beverages
New York,6/12/2020,"  237,551,612 ",Beverages
North Carolina,6/12/2020,"  195,796,595 ",Beverages
Ohio,6/12/2020,"  203,933,466 ",Beverages
Oklahoma,6/12/2020,"  80,958,930 ",Beverages
Oregon,6/12/2020,"  64,691,824 ",Beverages
Pennsylvania,6/12/2020,"  199,752,213 ",Beverages
Rhode Island,6/12/2020,"  14,258,437 ",Beverages
South Carolina,6/12/2020,"  104,097,292 ",Beverages
South Dakota,6/12/2020,"  15,634,339 ",Beverages
Tennessee,6/12/2020,"  141,511,500 ",Beverages
Texas,6/12/2020,"  486,652,318 ",Beverages
Utah,6/12/2020,"  45,529,948 ",Beverages
Vermont,6/12/2020,"  10,650,734 ",Beverages
Virginia,6/12/2020,"  159,632,428 ",Beverages
Washington,6/12/2020,"  107,995,295 ",Beverages
West Virginia,6/12/2020,"  40,731,935 ",Beverages
Wisconsin,6/12/2020,"  88,707,905 ",Beverages
Wyoming,6/12/2020,"  12,267,039 ",Beverages
Alabama,7/6/2020,"  132,304,541 ",Beverages
Arizona,7/6/2020,"  138,359,363 ",Beverages
Arkansas,7/6/2020,"  70,882,885 ",Beverages
California,7/6/2020,"  556,528,877 ",Beverages
Colorado,7/6/2020,"  115,018,399 ",Beverages
Connecticut,7/6/2020,"  59,096,839 ",Beverages
Florida,7/6/2020,"  418,545,831 ",Beverages
Georgia,7/6/2020,"  235,192,873 ",Beverages
Illinois,7/6/2020,"  204,592,725 ",Beverages
Indiana,7/6/2020,"  144,255,565 ",Beverages
Iowa,7/6/2020,"  79,630,034 ",Beverages
Kansas,7/6/2020,"  60,420,222 ",Beverages
Kentucky,7/6/2020,"  112,052,844 ",Beverages
Louisiana,7/6/2020,"  117,541,818 ",Beverages
Maine,7/6/2020,"  31,030,852 ",Beverages
Maryland,7/6/2020,"  104,723,816 ",Beverages
Massachusetts,7/6/2020,"  117,164,234 ",Beverages
Michigan,7/6/2020,"  195,960,018 ",Beverages
Minnesota,7/6/2020,"  110,837,793 ",Beverages
Mississippi,7/6/2020,"  85,302,924 ",Beverages
Missouri,7/6/2020,"  127,937,538 ",Beverages
Nebraska,7/6/2020,"  41,905,233 ",Beverages
Nevada,7/6/2020,"  65,003,756 ",Beverages
New Hampshire,7/6/2020,"  37,226,621 ",Beverages
New Mexico,7/6/2020,"  45,905,227 ",Beverages
New York,7/6/2020,"  287,660,278 ",Beverages
North Carolina,7/6/2020,"  227,809,117 ",Beverages
Ohio,7/6/2020,"  241,583,579 ",Beverages
Oklahoma,7/6/2020,"  94,400,100 ",Beverages
Oregon,7/6/2020,"  75,237,396 ",Beverages
Pennsylvania,7/6/2020,"  234,140,846 ",Beverages
Rhode Island,7/6/2020,"  17,506,767 ",Beverages
South Carolina,7/6/2020,"  122,039,883 ",Beverages
South Dakota,7/6/2020,"  19,638,362 ",Beverages
Tennessee,7/6/2020,"  162,676,413 ",Beverages
Texas,7/6/2020,"  577,567,533 ",Beverages
Utah,7/6/2020,"  54,771,791 ",Beverages
Vermont,7/6/2020,"  12,511,161 ",Beverages
Virginia,7/6/2020,"  185,516,072 ",Beverages
Washington,7/6/2020,"  120,382,319 ",Beverages
West Virginia,7/6/2020,"  49,346,856 ",Beverages
Wisconsin,7/6/2020,"  108,556,200 ",Beverages
Wyoming,7/6/2020,"  15,536,011 ",Beverages
Alabama,8/3/2020,"  119,441,834 ",Beverages
Arizona,8/3/2020,"  127,985,444 ",Beverages
Arkansas,8/3/2020,"  63,599,450 ",Beverages
California,8/3/2020,"  504,525,418 ",Beverages
Colorado,8/3/2020,"  103,348,721 ",Beverages
Connecticut,8/3/2020,"  54,082,294 ",Beverages
Florida,8/3/2020,"  431,690,356 ",Beverages
Georgia,8/3/2020,"  216,011,117 ",Beverages
Illinois,8/3/2020,"  185,463,112 ",Beverages
Indiana,8/3/2020,"  124,331,397 ",Beverages
Iowa,8/3/2020,"  65,961,485 ",Beverages
Kansas,8/3/2020,"  50,679,734 ",Beverages
Kentucky,8/3/2020,"  98,146,652 ",Beverages
Louisiana,8/3/2020,"  104,279,827 ",Beverages
Maine,8/3/2020,"  26,842,940 ",Beverages
Maryland,8/3/2020,"  95,686,987 ",Beverages
Massachusetts,8/3/2020,"  107,069,451 ",Beverages
Michigan,8/3/2020,"  169,691,117 ",Beverages
Minnesota,8/3/2020,"  93,072,470 ",Beverages
Mississippi,8/3/2020,"  76,961,885 ",Beverages
Missouri,8/3/2020,"  107,370,254 ",Beverages
Nebraska,8/3/2020,"  36,479,356 ",Beverages
Nevada,8/3/2020,"  60,574,985 ",Beverages
New Hampshire,8/3/2020,"  32,353,977 ",Beverages
New Mexico,8/3/2020,"  41,061,662 ",Beverages
New York,8/3/2020,"  261,730,062 ",Beverages
North Carolina,8/3/2020,"  196,435,895 ",Beverages
Ohio,8/3/2020,"  210,814,996 ",Beverages
Oklahoma,8/3/2020,"  85,093,040 ",Beverages
Oregon,8/3/2020,"  65,194,564 ",Beverages
Pennsylvania,8/3/2020,"  209,827,935 ",Beverages
Rhode Island,8/3/2020,"  15,533,226 ",Beverages
South Carolina,8/3/2020,"  105,918,812 ",Beverages
South Dakota,8/3/2020,"  16,445,448 ",Beverages
Tennessee,8/3/2020,"  146,429,789 ",Beverages
Texas,8/3/2020,"  513,987,489 ",Beverages
Utah,8/3/2020,"  49,082,930 ",Beverages
Vermont,8/3/2020,"  11,002,690 ",Beverages
Virginia,8/3/2020,"  163,409,249 ",Beverages
Washington,8/3/2020,"  111,388,535 ",Beverages
West Virginia,8/3/2020,"  42,542,348 ",Beverages
Wisconsin,8/3/2020,"  91,238,415 ",Beverages
Wyoming,8/3/2020,"  13,026,247 ",Beverages
Alabama,8/11/2020,"  120,902,500 ",Beverages
Arizona,8/11/2020,"  130,904,551 ",Beverages
Arkansas,8/11/2020,"  63,896,293 ",Beverages
California,8/11/2020,"  513,811,149 ",Beverages
Colorado,8/11/2020,"  104,033,043 ",Beverages
Connecticut,8/11/2020,"  53,427,773 ",Beverages
Florida,8/11/2020,"  402,426,821 ",Beverages
Georgia,8/11/2020,"  220,289,341 ",Beverages
Illinois,8/11/2020,"  183,691,948 ",Beverages
Indiana,8/11/2020,"  128,086,368 ",Beverages
Iowa,8/11/2020,"  67,146,619 ",Beverages
Kansas,8/11/2020,"  52,059,074 ",Beverages
Kentucky,8/11/2020,"  99,884,015 ",Beverages
Louisiana,8/11/2020,"  107,041,449 ",Beverages
Maine,8/11/2020,"  26,444,945 ",Beverages
Maryland,8/11/2020,"  94,532,177 ",Beverages
Massachusetts,8/11/2020,"  106,566,022 ",Beverages
Michigan,8/11/2020,"  170,455,154 ",Beverages
Minnesota,8/11/2020,"  92,381,903 ",Beverages
Mississippi,8/11/2020,"  78,938,981 ",Beverages
Missouri,8/11/2020,"  112,621,860 ",Beverages
Nebraska,8/11/2020,"  36,671,455 ",Beverages
Nevada,8/11/2020,"  60,594,594 ",Beverages
New Hampshire,8/11/2020,"  32,060,542 ",Beverages
New Mexico,8/11/2020,"  40,897,367 ",Beverages
New York,8/11/2020,"  256,085,339 ",Beverages
North Carolina,8/11/2020,"  205,375,020 ",Beverages
Ohio,8/11/2020,"  214,492,819 ",Beverages
Oklahoma,8/11/2020,"  86,781,884 ",Beverages
Oregon,8/11/2020,"  67,079,892 ",Beverages
Pennsylvania,8/11/2020,"  212,199,643 ",Beverages
Rhode Island,8/11/2020,"  15,522,272 ",Beverages
South Carolina,8/11/2020,"  109,323,980 ",Beverages
South Dakota,8/11/2020,"  16,533,416 ",Beverages
Tennessee,8/11/2020,"  150,118,207 ",Beverages
Texas,8/11/2020,"  515,400,732 ",Beverages
Utah,8/11/2020,"  48,714,455 ",Beverages
Vermont,8/11/2020,"  10,915,170 ",Beverages
Virginia,8/11/2020,"  167,596,233 ",Beverages
Washington,8/11/2020,"  108,425,959 ",Beverages
West Virginia,8/11/2020,"  43,413,285 ",Beverages
Wisconsin,8/11/2020,"  92,131,295 ",Beverages
Wyoming,8/11/2020,"  13,085,742 ",Beverages
Alabama,9/2/2020,"  109,022,482 ",Beverages
Arizona,9/2/2020,"  111,821,590 ",Beverages
Arkansas,9/2/2020,"  58,021,180 ",Beverages
California,9/2/2020,"  446,322,189 ",Beverages
Colorado,9/2/2020,"  91,717,705 ",Beverages
Connecticut,9/2/2020,"  49,722,500 ",Beverages
Florida,9/2/2020,"  385,408,869 ",Beverages
Georgia,9/2/2020,"  201,281,095 ",Beverages
Illinois,9/2/2020,"  169,341,636 ",Beverages
Indiana,9/2/2020,"  115,649,156 ",Beverages
Iowa,9/2/2020,"  59,036,831 ",Beverages
Kansas,9/2/2020,"  46,767,766 ",Beverages
Kentucky,9/2/2020,"  90,103,077 ",Beverages
Louisiana,9/2/2020,"  94,376,733 ",Beverages
Maine,9/2/2020,"  24,780,924 ",Beverages
Maryland,9/2/2020,"  88,660,395 ",Beverages
Massachusetts,9/2/2020,"  98,116,057 ",Beverages
Michigan,9/2/2020,"  156,307,498 ",Beverages
Minnesota,9/2/2020,"  83,420,524 ",Beverages
Mississippi,9/2/2020,"  71,994,582 ",Beverages
Missouri,9/2/2020,"  97,937,045 ",Beverages
Nebraska,9/2/2020,"  32,422,202 ",Beverages
Nevada,9/2/2020,"  51,924,422 ",Beverages
New Hampshire,9/2/2020,"  29,766,584 ",Beverages
New Mexico,9/2/2020,"  36,835,606 ",Beverages
New York,9/2/2020,"  241,490,835 ",Beverages
North Carolina,9/2/2020,"  184,957,410 ",Beverages
Ohio,9/2/2020,"  194,908,906 ",Beverages
Oklahoma,9/2/2020,"  76,848,767 ",Beverages
Oregon,9/2/2020,"  59,559,349 ",Beverages
Pennsylvania,9/2/2020,"  197,142,390 ",Beverages
Rhode Island,9/2/2020,"  14,421,601 ",Beverages
South Carolina,9/2/2020,"  99,428,920 ",Beverages
South Dakota,9/2/2020,"  14,295,837 ",Beverages
Tennessee,9/2/2020,"  132,141,058 ",Beverages
Texas,9/2/2020,"  461,755,209 ",Beverages
Utah,9/2/2020,"  42,266,559 ",Beverages
Vermont,9/2/2020,"  10,245,583 ",Beverages
Virginia,9/2/2020,"  152,055,733 ",Beverages
Washington,9/2/2020,"  104,104,167 ",Beverages
West Virginia,9/2/2020,"  40,027,527 ",Beverages
Wisconsin,9/2/2020,"  84,231,046 ",Beverages
Wyoming,9/2/2020,"  11,651,381 ",Beverages
Alabama,9/8/2020,"  137,744,835 ",Beverages
Arizona,9/8/2020,"  139,932,969 ",Beverages
Arkansas,9/8/2020,"  71,170,812 ",Beverages
California,9/8/2020,"  572,375,905 ",Beverages
Colorado,9/8/2020,"  119,457,331 ",Beverages
Connecticut,9/8/2020,"  61,462,743 ",Beverages
Florida,9/8/2020,"  416,202,637 ",Beverages
Georgia,9/8/2020,"  252,157,409 ",Beverages
Illinois,9/8/2020,"  205,098,054 ",Beverages
Indiana,9/8/2020,"  141,463,339 ",Beverages
Iowa,9/8/2020,"  74,943,873 ",Beverages
Kansas,9/8/2020,"  56,686,281 ",Beverages
Kentucky,9/8/2020,"  110,548,963 ",Beverages
Louisiana,9/8/2020,"  119,096,376 ",Beverages
Maine,9/8/2020,"  34,201,022 ",Beverages
Maryland,9/8/2020,"  105,563,907 ",Beverages
Massachusetts,9/8/2020,"  124,107,249 ",Beverages
Michigan,9/8/2020,"  193,099,997 ",Beverages
Minnesota,9/8/2020,"  102,633,994 ",Beverages
Mississippi,9/8/2020,"  88,015,157 ",Beverages
Missouri,9/8/2020,"  122,345,675 ",Beverages
Nebraska,9/8/2020,"  39,696,525 ",Beverages
Nevada,9/8/2020,"  67,504,943 ",Beverages
New Hampshire,9/8/2020,"  38,399,975 ",Beverages
New Mexico,9/8/2020,"  46,628,932 ",Beverages
New York,9/8/2020,"  293,584,276 ",Beverages
North Carolina,9/8/2020,"  229,864,947 ",Beverages
Ohio,9/8/2020,"  238,780,801 ",Beverages
Oklahoma,9/8/2020,"  93,480,651 ",Beverages
Oregon,9/8/2020,"  77,553,114 ",Beverages
Pennsylvania,9/8/2020,"  234,559,739 ",Beverages
Rhode Island,9/8/2020,"  18,287,971 ",Beverages
South Carolina,9/8/2020,"  125,700,126 ",Beverages
South Dakota,9/8/2020,"  20,181,077 ",Beverages
Tennessee,9/8/2020,"  167,374,216 ",Beverages
Texas,9/8/2020,"  598,101,048 ",Beverages
Utah,9/8/2020,"  55,857,710 ",Beverages
Vermont,9/8/2020,"  12,830,791 ",Beverages
Virginia,9/8/2020,"  184,209,933 ",Beverages
Washington,9/8/2020,"  125,952,535 ",Beverages
West Virginia,9/8/2020,"  48,388,940 ",Beverages
Wisconsin,9/8/2020,"  102,730,958 ",Beverages
Wyoming,9/8/2020,"  16,228,537 ",Beverages
Alabama,10/5/2020,"  127,906,087 ",Beverages
Arizona,10/5/2020,"  136,028,525 ",Beverages
Arkansas,10/5/2020,"  66,725,736 ",Beverages
California,10/5/2020,"  532,766,128 ",Beverages
Colorado,10/5/2020,"  105,115,083 ",Beverages
Connecticut,10/5/2020,"  54,553,226 ",Beverages
Florida,10/5/2020,"  414,827,332 ",Beverages
Georgia,10/5/2020,"  233,306,058 ",Beverages
Illinois,10/5/2020,"  191,978,797 ",Beverages
Indiana,10/5/2020,"  134,548,294 ",Beverages
Iowa,10/5/2020,"  70,346,550 ",Beverages
Kansas,10/5/2020,"  54,867,045 ",Beverages
Kentucky,10/5/2020,"  105,641,997 ",Beverages
Louisiana,10/5/2020,"  110,854,351 ",Beverages
Maine,10/5/2020,"  28,044,139 ",Beverages
Maryland,10/5/2020,"  96,078,169 ",Beverages
Massachusetts,10/5/2020,"  109,906,368 ",Beverages
Michigan,10/5/2020,"  179,161,368 ",Beverages
Minnesota,10/5/2020,"  100,800,109 ",Beverages
Mississippi,10/5/2020,"  80,520,035 ",Beverages
Missouri,10/5/2020,"  116,614,554 ",Beverages
Nebraska,10/5/2020,"  37,490,465 ",Beverages
Nevada,10/5/2020,"  63,097,298 ",Beverages
New Hampshire,10/5/2020,"  34,666,000 ",Beverages
New Mexico,10/5/2020,"  44,112,633 ",Beverages
New York,10/5/2020,"  266,107,943 ",Beverages
North Carolina,10/5/2020,"  214,465,564 ",Beverages
Ohio,10/5/2020,"  226,238,937 ",Beverages
Oklahoma,10/5/2020,"  87,590,117 ",Beverages
Oregon,10/5/2020,"  77,387,146 ",Beverages
Pennsylvania,10/5/2020,"  218,076,035 ",Beverages
Rhode Island,10/5/2020,"  15,969,129 ",Beverages
South Carolina,10/5/2020,"  115,219,472 ",Beverages
South Dakota,10/5/2020,"  17,242,993 ",Beverages
Tennessee,10/5/2020,"  154,583,769 ",Beverages
Texas,10/5/2020,"  534,010,977 ",Beverages
Utah,10/5/2020,"  53,341,435 ",Beverages
Vermont,10/5/2020,"  11,252,154 ",Beverages
Virginia,10/5/2020,"  175,163,330 ",Beverages
Washington,10/5/2020,"  127,920,488 ",Beverages
West Virginia,10/5/2020,"  46,665,321 ",Beverages
Wisconsin,10/5/2020,"  99,683,246 ",Beverages
Wyoming,10/5/2020,"  13,542,037 ",Beverages
Alabama,11/10/2020,"  128,170,886 ",Beverages
Arizona,11/10/2020,"  133,872,032 ",Beverages
Arkansas,11/10/2020,"  67,105,075 ",Beverages
California,11/10/2020,"  543,419,228 ",Beverages
Colorado,11/10/2020,"  107,613,660 ",Beverages
Connecticut,11/10/2020,"  52,812,896 ",Beverages
Florida,11/10/2020,"  408,643,647 ",Beverages
Georgia,11/10/2020,"  228,323,938 ",Beverages
Illinois,11/10/2020,"  189,641,773 ",Beverages
Indiana,11/10/2020,"  131,283,884 ",Beverages
Iowa,11/10/2020,"  68,954,557 ",Beverages
Kansas,11/10/2020,"  53,467,896 ",Beverages
Kentucky,11/10/2020,"  101,261,775 ",Beverages
Louisiana,11/10/2020,"  113,938,298 ",Beverages
Maine,11/10/2020,"  28,329,169 ",Beverages
Maryland,11/10/2020,"  97,253,304 ",Beverages
Massachusetts,11/10/2020,"  106,668,504 ",Beverages
Michigan,11/10/2020,"  174,354,212 ",Beverages
Minnesota,11/10/2020,"  92,733,966 ",Beverages
Mississippi,11/10/2020,"  82,272,528 ",Beverages
